"ID","montant"
1274,582.07
1275,656.78
1276,658.85
1277,665.36
1278,567.63
1279,687.56
1280,689.35
1281,683.37
1282,756.05
1283,634.32
1284,707.57
1285,649.35
1286,566.82
1287,615.31
1288,515.28
1289,621.89
1290,652.09
1291,630.46
1292,668.22
1293,688.23
1294,515.72
1295,626.63
1296,618.32
1297,700.55
1298,586.9
1299,742.14
1300,574.69
1301,693.49
1302,708.08
1303,638.71
1304,692.4
1305,716.31
1306,648.98
1307,632.12
1308,677.51
1309,679.38
1310,656.88
1311,671.72
1312,641.84
1313,529.78
1314,590.63
1315,554.34
1316,589.57
1317,662.82
1318,529.6
1319,614.89
1320,697.47
1321,685.05
1322,544.38
1323,597.69
1324,672.39
1325,618.73
1326,669.79
1327,645.42
1328,562.82
1329,749.27
1330,654.82
1331,627.75
1332,660.19
1333,638.32
1334,676.72
1335,662.08
1336,662.24
1337,599.18
1338,493.63
1339,578.84
1340,660.49
1341,535.18
1342,661.75
1343,721.85
1344,660.45
1345,569.39
1346,695.23
1347,669.91
1348,626.91
1349,628.43
1350,651.99
1351,577.06
1352,678.91
1353,602.99
1354,667.43
1355,679.75
1356,676.28
1357,670.56
1358,617.11
1359,696.35
1360,770.71
1361,594.02
1362,644.95
1363,637.51
1364,616.43
1365,588.2
1366,642.6
1367,565.07
1368,602.13
1369,600.22
1370,693.41
1371,652.3
1372,602.3
1373,616.52
1374,631.73
1375,675.84
1376,587.2
1377,685.14
1378,634.59
1379,702.63
1380,704.88
1381,616.33
1382,648.75
1383,738.77
1384,677.14
1385,624.23
1386,685.62
1387,610.21
1388,724.3
1389,574.55
1390,698.19
1391,525.65
1392,798.11
1393,714.3
1394,669.67
1395,632.43
1396,659.17
1397,647.23
1398,563.23
1399,654.48
1400,752.22
1401,583.58
1402,579.82
1403,612.67
1404,565.09
1405,694.39
1406,583.06
1407,718.15
1408,511.3
1409,614.81
1410,629.66
1411,626.32
1412,653.3
1413,690.53
1414,698.22
1415,726.94
1416,634.75
1417,652.86
1418,592.36
1419,663.8
1420,551.48
1421,577.47
1422,670.24
1423,598.33
1424,713.04
1425,658.86
1426,592.8
1427,636.38
1428,588.01
1429,652.38
1430,640.32
1431,698.09
1432,616.19
1433,697.83
1434,558.79
1435,540.18
1436,621.81
1437,538.37
1438,666.93
1439,658.85
1440,634.5
1441,587.41
1442,604.65
1443,714.01
1444,567.93
1445,673.74
1446,523.81
1447,606.7
1448,641.58
1449,693.36
1450,599.38
1451,753.79
1452,698.09
1453,593.01
1454,664.1
1455,673.05
1456,658.15
1457,614.31
1458,717.9
1459,641.62
1460,667.34
1461,646.26
1462,748.14
1463,608.53
1464,628.17
1465,677.97
1466,706.66
1467,750.8
1468,726.85
1469,612.7
1470,709.98
1471,601.26
1472,619.44
1473,641.67
1474,544.08
1475,682.76
1476,646.08
1477,596.68
1478,717.5
1479,647.36
1480,636.83
1481,654.74
1482,585.56
1483,569.92
1484,613.76
1485,698.98
1486,684.7
1487,676.02
1488,609.01
1489,600.13
1490,714.56
1491,616.01
1492,614.08
1493,732.55
1494,737.18
1495,657.73
1496,597.3
1497,620.32
1498,639.4
1499,695.9
1500,739.01
1501,732.24
1502,626.64
1503,689.03
1504,674.87
1505,758.23
1506,705.77
1507,637.2
1508,625.98
1509,675.98
1510,638.57
1511,620.47
1512,672.94
1513,643.53
1514,591.83
1515,632.39
1516,507.97
1517,611.27
1518,734.69
1519,581.46
1520,602.58
1521,630.24
1522,609.34
1523,580.97
1524,618.96
1525,600.14
1526,668.78
1527,647.74
1528,588.45
1529,778.84
1530,651.18
1531,685.62
1532,627.25
1533,594.65
1534,585.52
1535,621.25
1536,644.64
1537,587.53
1538,741.35
1539,541.97
1540,713.1
1541,693.11
1542,707.34
1543,597.83
1544,693.18
1545,623.97
1546,579.64
1547,745.41
1548,689.13
1549,674.7
1550,645.8
1551,751.24
1552,679.32
1553,651.48
1554,659.67
1555,676.82
1556,661.57
1557,548.74
1558,525.29
1559,637.34
1560,639.98
1561,571.94
1562,651.22
1563,502.25
1564,731.26
1565,578.86
1566,683.08
1567,743.37
1568,650.21
1569,532.86
1570,528.78
1571,736.52
1572,790.81
1573,601.51
1574,559.14
1575,654.56
1576,711.55
1577,644.15
1578,550.77
1579,755.77
1580,657.74
1581,654.91
1582,580.24
1583,676
1584,572.69
1585,668.62
1586,742.54
1587,657.67
1588,631.01
1589,682.95
1590,594.98
1591,652.56
1592,586
1593,645.48
1594,780.9
1595,726.82
1596,700.08
1597,712.64
1598,614.4
1599,654.44
1600,687.33
1601,722.01
1602,691.42
1603,638.92
1604,674.38
1605,684.57
1606,653.36
1607,738.98
1608,668.31
1609,508.19
1610,613.14
1611,629.91
1612,656.29
1613,584.38
1614,645.39
1615,705.39
1616,690.91
1617,549.81
1618,585.13
1619,708.03
1620,792.35
1621,690.64
1622,719.65
1623,657.52
1624,673.99
1625,708.09
1626,628.8
1627,782.67
1628,663.81
1629,569.6
1630,693.92
1631,649.26
1632,603.78
1633,796.94
1634,644.26
1635,615.97
1636,603.18
1637,680.59
1638,716.92
1639,563.9
1640,578.63
1641,725.47
1642,670.73
1643,569.44
1644,661.62
1645,610.09
1646,656.27
1647,705.83
1648,596.22
1649,659.34
1650,662.41
1651,655.7
1652,612.96
1653,630.89
1654,613.51
1655,628.23
1656,641.05
1657,730.79
1658,755.11
1659,592.83
1660,614.37
1661,686
1662,672.41
1663,679.99
1664,689.27
1665,684.51
1666,626.23
1667,621.02
1668,636.39
1669,682.37
1670,664.38
1671,676.24
1672,686.21
1673,596.69
1674,632.38
1675,673.57
1676,620.47
1677,740.9
1678,645.42
1679,661.92
1680,572.3
1681,641.74
1682,589.84
1683,719.3
1684,518.19
1685,679.92
1686,666.34
1687,634.44
1688,652.45
1689,625.83
1690,658.28
1691,787.18
1692,600.2
1693,645.93
1694,632.19
1695,593.15
1696,614.11
1697,618.46
1698,654.66
1699,598.07
1700,775.71
1701,472.25
1702,638.68
1703,590.14
1704,563.63
1705,659.61
1706,622.25
1707,705.42
1708,675.29
1709,673.32
1710,723.14
1711,701.87
1712,644.84
1713,588.79
1714,679.83
1715,724.65
1716,628.87
1717,695.45
1718,556.65
1719,626.97
1720,547.67
1721,671.24
1722,739.58
1723,756.3
1724,610.69
1725,678.12
1726,625.83
1727,716.37
1728,660.29
1729,624.96
1730,624.73
1731,625.17
1732,781.28
1733,681.51
1734,685.48
1735,740.07
1736,547.44
1737,643.23
1738,704.86
1739,616.6
1740,686.63
1741,621.38
1742,596.53
1743,635.48
1744,603.68
1745,744.85
1746,673.29
1747,563.68
1748,681.26
1749,632.58
1750,634.43
1751,617.69
1752,568.13
1753,665.28
1754,690.53
1755,556.4
1756,689.85
1757,672.4
1758,554.99
1759,648.76
1760,624.21
1761,649.66
1762,649.62
1763,675.37
1764,569.87
1765,612.4
1766,621.87
1767,619.71
1768,728.6
1769,666.1
1770,690.81
1771,668.54
1772,609.28
1773,735.41
1774,505.15
1775,709.96
1776,716.61
1777,712.23
1778,670.15
1779,621.25
1780,660.52
1781,633.49
1782,830.13
1783,730.56
1784,663.68
1785,663.62
1786,722.53
1787,635.32
1788,705.62
1789,635.15
1790,682.32
1791,753.31
1792,603.18
1793,699.83
1794,583.78
1795,548.63
1796,677.68
1797,740.61
1798,722.8
1799,665.31
1800,661.58
1801,628.08
1802,585.03
1803,677.88
1804,574.46
1805,554.06
1806,681.56
1807,702.94
1808,663.02
1809,717.54
1810,625.44
1811,664.64
1812,706.91
1813,668.32
1814,658.32
1815,614.93
1816,677.87
1817,606.69
1818,644.5
1819,653.85
1820,617.88
1821,660.02
1822,720.11
1823,691.55
1824,671.52
1825,612.17
1826,480.06
1827,600.29
1828,579.87
1829,561.03
1830,666.77
1831,664.38
1832,660.13
1833,679.34
1834,667.52
1835,665.8
1836,586.48
1837,665.95
1838,582.6
1839,583.86
1840,592.4
1841,664.02
1842,626.6
1843,648.02
1844,589.07
1845,711.95
1846,698.07
1847,601.11
1848,629.69
1849,627.8
1850,529.38
1851,573.68
1852,557.91
1853,687.85
1854,630.6
1855,584.91
1856,708.48
1857,679.83
1858,545
1859,622.97
1860,728.11
1861,664.95
1862,670.03
1863,597.23
1864,622.01
1865,729.17
1866,801.74
1867,573.39
1868,654.17
1869,684.45
1870,758.2
1871,573.04
1872,705.89
1873,616.84
1874,677.56
1875,635.63
1876,700.17
1877,578.68
1878,635.53
1879,657.14
1880,671.99
1881,702.59
1882,612.69
1883,608.67
1884,686.01
1885,666.39
1886,672.93
1887,617.83
1888,671.3
1889,564.72
1890,632.39
1891,702.84
1892,698.24
1893,537.09
1894,656.45
1895,694.18
1896,720.46
1897,795.57
1898,655.76
1899,663.58
1900,616.3
1901,648.96
1902,643.27
1903,700.6
1904,594.51
1905,668.59
1906,646.85
1907,628.51
1908,482.8
1909,692.34
1910,616.83
1911,660.52
1912,651.48
1913,558.94
1914,550.3
1915,695.91
1916,592.47
1917,632.38
1918,573.2
1919,594.17
1920,677.97
1921,600.19
1922,646.77
1923,614.86
1924,665.5
1925,627.74
1926,663.39
1927,573.73
1928,495.1
1929,693.76
1930,621.2
1931,637.12
1932,619.86
1933,646.88
1934,718.97
1935,585.76
1936,626.92
1937,631.29
1938,623.26
1939,633.19
1940,659.52
1941,628.21
1942,565.56
1943,702.52
1944,583.74
1945,712.43
1946,690.03
1947,696.65
1948,633.51
1949,620.56
1950,707.09
1951,705.85
1952,617.88
1953,615.87
1954,714.61
1955,749.16
1956,703.24
1957,635.34
1958,620.4
1959,741.04
1960,656.42
1961,661.05
1962,638.27
1963,668.06
1964,639.54
1965,654.45
1966,755.34
1967,622.86
1968,658.64
1969,600.08
1970,715.51
1971,508.94
1972,632.28
1973,616.88
1974,704.55
1975,663.15
1976,672.86
1977,681.2
1978,751.91
1979,645.56
1980,584.78
1981,599.84
1982,545.52
1983,623.33
1984,642.53
1985,659.67
1986,700.04
1987,654.36
1988,614.14
1989,673.86
1990,610.52
1991,673.49
1992,648.24
1993,633.02
1994,660.23
1995,683.16
1996,721.97
1997,541.99
1998,739.99
1999,667.48
2000,719.85
2001,651.38
2002,635.23
2003,741.05
2004,608.26
2005,579.57
2006,593.97
2007,661.1
2008,703.01
2009,596.64
2010,710.9
2011,601.24
2012,674.64
2013,686.89
2014,692.34
2015,546.19
2016,636.86
2017,731.94
2018,679.99
2019,545.45
2020,729.06
2021,680.02
2022,728.65
2023,740.29
2024,559.26
2025,788.28
2026,630.3
2027,689.11
2028,614.86
2029,775.56
2030,592.44
2031,669.28
2032,690.3
2033,615.61
2034,683.78
2035,741.36
2036,680.37
2037,556.75
2038,747.45
2039,665.42
2040,682.44
2041,599.92
2042,589.19
2043,739.53
2044,705.38
2045,711.84
2046,579.99
2047,668.26
2048,614.81
2049,652.75
2050,739.41
2051,661.03
2052,682.44
2053,745.08
2054,564.16
2055,714.81
2056,679.23
2057,692.29
2058,665.48
2059,690.08
2060,686.3
2061,613.2
2062,713.71
2063,667.57
2064,597.92
2065,728.96
2066,690.9
2067,555.01
2068,637.21
2069,638.12
2070,630.92
2071,646.57
2072,616.19
2073,669.73
2074,652.9
2075,581.41
2076,718.02
2077,703.27
2078,670.05
2079,654.28
2080,543.33
2081,667.74
2082,664.59
2083,589.3
2084,666.47
2085,547.78
2086,695.18
2087,683.93
2088,570.85
2089,566.05
2090,720.98
2091,708.98
2092,679.95
2093,666.15
2094,600.16
2095,637.95
2096,613.45
2097,662.87
2098,640.33
2099,582.3
2100,668.18
2101,662.96
2102,673.87
2103,573.28
2104,549.16
2105,599.28
2106,611.11
2107,663.68
2108,610.71
2109,503.68
2110,612.49
2111,619.92
2112,702.13
2113,652.05
2114,660.54
2115,720.47
2116,702.88
2117,676.7
2118,608.24
2119,634.8
2120,730.12
2121,747.03
2122,648.81
2123,713.47
2124,665.87
2125,564.63
2126,587.39
2127,675.95
2128,656.29
2129,606.62
2130,584.19
2131,615.39
2132,706.82
2133,568.62
2134,635.28
2135,632.09
2136,593.13
2137,680.03
2138,708.48
2139,715.79
2140,647.49
2141,656.87
2142,682.85
2143,654.87
2144,717.12
2145,612.27
